strategy,probe,threshold,cost,accuracy,frac_escalated,target_escalation_rate
probe_cascade,SEPs_ridge,-0.1000485009347604,10.856172839506174,0.745,0.7,0.7000000000000001
probe_cascade,SEPs_ridge,-0.08966051268139086,10.996975308641977,0.745,0.71,0.71
probe_cascade,SEPs_ridge,-0.08107083302561101,11.137777777777782,0.745,0.72,0.72
probe_cascade,SEPs_ridge,-0.07331281048148296,11.278580246913583,0.745,0.73,0.73
probe_cascade,SEPs_ridge,-0.06038807113341916,11.419382716049386,0.751,0.74,0.74
probe_cascade,SEPs_ridge,-0.051360576906763475,11.560185185185189,0.752,0.75,0.75
probe_cascade,SEPs_ridge,-0.044677514775812874,11.70098765432099,0.752,0.76,0.76
probe_cascade,SEPs_ridge,-0.02449029108145225,11.841790123456793,0.752,0.77,0.77
probe_cascade,SEPs_ridge,-0.003947135181419273,11.982592592592598,0.751,0.78,0.78
probe_cascade,SEPs_ridge,0.016573345138647864,12.123395061728397,0.751,0.79,0.79
probe_cascade,SEPs_ridge,0.027428062270238144,12.264197530864202,0.751,0.8,0.8
probe_cascade,SEPs_ridge,0.033514486491672935,12.405000000000003,0.751,0.81,0.81
probe_cascade,SEPs_ridge,0.0388238337850936,12.545802469135806,0.754,0.82,0.8200000000000001
probe_cascade,SEPs_ridge,0.047582815373350795,12.686604938271609,0.757,0.83,0.8300000000000001
probe_cascade,SEPs_ridge,0.07630589613328867,12.82740740740741,0.755,0.84,0.84
probe_cascade,SEPs_ridge,0.09088458135096346,12.968209876543213,0.754,0.85,0.85
probe_cascade,SEPs_ridge,0.11580757285777298,13.109012345679018,0.756,0.86,0.86
probe_cascade,SEPs_ridge,0.1407078465477825,13.249814814814817,0.758,0.87,0.87
probe_cascade,SEPs_ridge,0.14960443881956723,13.390617283950622,0.758,0.88,0.88
probe_cascade,SEPs_ridge,0.16838650414510803,13.531419753086423,0.761,0.89,0.89
probe_cascade,SEPs_ridge,0.194905272436473,13.672222222222226,0.759,0.9,0.9
probe_cascade,SEPs_ridge,0.2156163406681992,13.813024691358029,0.759,0.91,0.91
probe_cascade,SEPs_ridge,0.23573112464434562,13.953827160493832,0.759,0.92,0.92
probe_cascade,SEPs_ridge,0.2488028009583009,14.094629629629635,0.761,0.93,0.93
probe_cascade,SEPs_ridge,0.2673054416871016,14.235432098765436,0.761,0.94,0.9400000000000001
probe_cascade,SEPs_ridge,0.2828714094990432,14.376234567901239,0.762,0.95,0.9500000000000001
probe_cascade,SEPs_ridge,0.3084333515710438,14.517037037037042,0.762,0.96,0.96
probe_cascade,SEPs_ridge,0.36505282724316973,14.657839506172845,0.762,0.97,0.97
probe_cascade,SEPs_ridge,0.44639880274590715,14.798641975308646,0.761,0.98,0.98
probe_cascade,SEPs_ridge,0.4950478022634458,14.93944444444445,0.763,0.99,0.99
